content,date,like,place,tags
❤️🧡💛💚✌️,2021-12-08,31,도두동 무지개 해안도로,[]
"가성비갑👍제주통갈치구이, 전복구이, 갈치조림, 보말국 등 제주대표 음식들을 가장 가성비있게 드실수있는 정식💕 #제주세원이네 그리고 김치 도토리묵 등등 모든반찬을 직접 손수만드시며 맛또한 자부하는😋  #제주시맛집 ..🔹️찾아가가는곳 : 제주시 삼성로69🔹️전화 : 064)726-6679🔹️영업시간 : 8시부터 재료소진시까지..#동문시장맛집 #제주공항근처맛집 #용두암맛집 #동문시장근처맛집 #제주동문시장맛집 #제주탑동맛집 #제주갈치맛집 #제주갈치조림 #제주도공항근처맛집 #제주맛집 #제주도맛집 #제주공항맛집 #제주도공항맛집 #제주공항아침식사 #제주공항근처아침식사 #탑동맛집 #제주도갈치맛집 #제주시아침식사",2021-12-08,323,,"['#제주세원이네', '#제주시맛집', '#동문시장맛집', '#제주공항근처맛집', '#용두암맛집', '#동문시장근처맛집', '#제주동문시장맛집', '#제주탑동맛집', '#제주갈치맛집', '#제주갈치조림', '#제주도공항근처맛집', '#제주맛집', '#제주도맛집', '#제주공항맛집', '#제주도공항맛집', '#제주공항아침식사', '#제주공항근처아침식사', '#탑동맛집', '#제주도갈치맛집', '#제주시아침식사']"
인생리조또를 여기서 맛나네 ㅎㅎ 존맛왜 시그니처인지 알겠음!리조또는 꼭 드셔보세용~~#월정리맛집 #만월당 #전복리조또 #제주맛집 #제주동쪽맛집 #구좌읍맛집#한라봉에이드 #커플여행 #제주동부맛집 #성게크림파스타 #제주위트에일맥주 #데이트코스 #제주커플여행,2021-12-08,저 좋아요를 눌러보세,,"['#월정리맛집', '#만월당', '#전복리조또', '#제주맛집', '#제주동쪽맛집', '#구좌읍맛집', '#한라봉에이드', '#커플여행', '#제주동부맛집', '#성게크림파스타', '#제주위트에일맥주', '#데이트코스', '#제주커플여행']"
"🧣 𝘴𝘰𝘮𝘰𝘴𝘰 𝘱𝘰𝘭𝘰 𝘶𝘱𝘥𝘢𝘵𝘦 🧣폴로 아우터, 니트, 셔츠들 데려왔어요!늘 인기 많은 니트들도 사이즈별, 색상별로 있습니다 ♡ 먼저 사는 사람이 임자인거 아시죠? 🤭",2021-12-08,8,소모소,[]
엄마아빠 단골집을 이제와버렸네 컨디션 난조로 소맥 한잔먹고 고기만 먹다와서 너무너무 아쉬웠지만 고기는 예술이얐다....!!!💛 김치찌개는 뭐죠? 입안에서 녹아버림....!!!!!!!!!!#란스제주 #해비치맛집 #서귀포맛집 #칠돈가 #칠돈가표선점 #고기스타그램 #흑돼지 #제주흑돼지맛집 #먹스타맞팔 #foodpic #selfie #daily #제주 #제주맛집,2021-12-08,29,칠돈가,"['#란스제주', '#해비치맛집', '#서귀포맛집', '#칠돈가', '#칠돈가표선점', '#고기스타그램', '#흑돼지', '#제주흑돼지맛집', '#먹스타맞팔', '#foodpic', '#selfie', '#daily', '#제주', '#제주맛집']"
"몸에 좋고 맛도 훌륭한 전복해물탕을푸짐하게 맛볼 수 있었던 이어도!유명한 이어도전복해물전문점 답게 퀄리티가 남달랐는데,심지어 살아있는 돌문어가 한 마리냄비 위로 올라와 있었다덕분에 행복하게 배를 채울 수 있었음!#이어도전복해물전문점연락처 : 064-733-0345주소 : 제주특별자치도 서귀포시 동홍동 393-9 (서귀포 중학교 옆)영업시간 : 오전 10시-오후 10시...#서귀포맛집#올레시장맛집#제주맛집#제주도맛집#천지연폭포맛집#이중섭거리맛집#서귀포맛집이어도#제주도해물탕#서귀포맛집추천#제주도해물탕맛집#제주해물탕맛집",2021-12-08,5,,"['#이어도전복해물전문점연락처', '#서귀포맛집', '#올레시장맛집', '#제주맛집', '#제주도맛집', '#천지연폭포맛집', '#이중섭거리맛집', '#서귀포맛집이어도', '#제주도해물탕', '#서귀포맛집추천', '#제주도해물탕맛집', '#제주해물탕맛집']"
햇님 바람 옷벗기기 대결 나한테 하냐?,2021-12-08,24,성산일출봉 Seongsan Sunrise Peak,[]
"제주김만복김밥은 진짜 인생김밥이다 ㅠㅠ 아 존맛이여,,,, 진짜 ㅠㅠㅠㅠㅠㅠ",2021-12-08,저 좋아요를 눌러보세,,[]
".🍓드디어 보틀딸기티라미수 나왔습니다🍓보틀 용량이 기존 고블렛잔보다 1.5배 크다보니티라미수 양도 늘었답니당🙈이제 포장도 가능해요, 봉꾸딸기밭 놀러오세요❤️.#오늘도봉꾸라주 #오늘도힘내요#봉꾸라주케이크 #봉꾸라주생화케이크#봉꾸라주바스크치즈케이크 #봉꾸라주생크림케이크#서귀포주문케이크 #서귀포케이크#서귀포레터링케이크 #서귀포플라워케이크#서귀포딸기케이크 #서귀포바스크치즈케이크#서귀포딸기티라미수",2021-12-08,53,봉꾸라주,"['#오늘도봉꾸라주', '#오늘도힘내요', '#봉꾸라주케이크', '#봉꾸라주생화케이크', '#봉꾸라주바스크치즈케이크', '#봉꾸라주생크림케이크', '#서귀포주문케이크', '#서귀포케이크', '#서귀포레터링케이크', '#서귀포플라워케이크', '#서귀포딸기케이크', '#서귀포바스크치즈케이크', '#서귀포딸기티라미수']"
.막 찍어도 화보 같은 월정리 카페 콧수염고객님의 멋진 사진 감사합니다 🤳⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀제주시 구좌읍 해맞이해안로 406 카페콧수염070-4131-8880⠀⠀⠀⠀⠀예쁜 사진 남겨주셔서 감사합니다 🌷방문해주신 모든 분들께 감사드립니다#제주시카페 #성산카페 #제주도 #애월맛집 #구좌읍맛집 #제주도기념품 #제주해안도로 #구좌읍카페 #월정리카페 #월정리카페콧수염 #제주도민맛집 #제주도여행 #제주카페 #공항근처맛집 #월정리해변 #제주도마카롱 #제주맛집 #제주월정리 #제주도맛집 #제주애견동반 #제주월정리카페 #제주애견동반카페 #제주카페투어 #월정리콧수염 #월정리맛집 #제주 #제주동쪽카페 #제주도카페 #월정리 #제주여행,2021-12-08,1,,"['#제주시카페', '#성산카페', '#제주도', '#애월맛집', '#구좌읍맛집', '#제주도기념품', '#제주해안도로', '#구좌읍카페', '#월정리카페', '#월정리카페콧수염', '#제주도민맛집', '#제주도여행', '#제주카페', '#공항근처맛집', '#월정리해변', '#제주도마카롱', '#제주맛집', '#제주월정리', '#제주도맛집', '#제주애견동반', '#제주월정리카페', '#제주애견동반카페', '#제주카페투어', '#월정리콧수염', '#월정리맛집', '#제주', '#제주동쪽카페', '#제주도카페', '#월정리', '#제주여행']"
인생 방어 맛집#제주도자리돔횟집 #고등어회#제주맛집#제주도여행#먹스타그램 #먹팔,2021-12-08,14,,"['#제주도자리돔횟집', '#고등어회', '#제주맛집', '#제주도여행', '#먹스타그램', '#먹팔']"
🍊제주도에 와서 좋은 점 중 하나는 햇살이 너무 따뜻하단거에요☀여름에 더웠던 건 생각도 안하구 지금이 너무 따숩고 좋아용🎄,2021-12-08,15,그리트,[]
날씨까지 완벽했던.. ✿˘◡˘✿,2021-12-08,31,Jeju,[]
#동변동맛집 #경리단길맛집 #잘먹었습니다 #먹방 #커플룩 #맵스타그램 #젊줌마 #먹는즐거움 #저녁상 #데일리코디 #오늘뭐먹지 #부산여자 #목동맛집 #맛있다 #제주맛집 #성산일출봉 #애월맛집 #황리단길맛집 #성산맛집,2021-12-08,2,,"['#동변동맛집', '#경리단길맛집', '#잘먹었습니다', '#먹방', '#커플룩', '#맵스타그램', '#젊줌마', '#먹는즐거움', '#저녁상', '#데일리코디', '#오늘뭐먹지', '#부산여자', '#목동맛집', '#맛있다', '#제주맛집', '#성산일출봉', '#애월맛집', '#황리단길맛집', '#성산맛집']"
제주도에서 처음먹는 메뉴테이크아웃되서 좋아요#로맨틱새우#애월맛집#곽지맛집#제주맛집#제주도맛집,2021-12-08,1,,"['#로맨틱새우', '#애월맛집', '#곽지맛집', '#제주맛집', '#제주도맛집']"
이제 2021년도 얼마 남지 않았네요 🙌🏻 2022년도 화이팅🙏🏻 서서방도 계속 전진전진🏃🏻.#서서방숯불닭갈비 #서서방숯불닭갈비맛집 #제주시맛집 #서서방숯불닭갈비연동점 #서서방숯불닭갈비아라점 #서서방숯불닭갈비일도점 #제주맛집 #제주도맛집 #제주여행 #제주공항근처맛집 #닭갈비맛집 #숯불닭갈비맛집 #서서방 #닭갈비추천,2021-12-08,3,,"['#서서방숯불닭갈비', '#서서방숯불닭갈비맛집', '#제주시맛집', '#서서방숯불닭갈비연동점', '#서서방숯불닭갈비아라점', '#서서방숯불닭갈비일도점', '#제주맛집', '#제주도맛집', '#제주여행', '#제주공항근처맛집', '#닭갈비맛집', '#숯불닭갈비맛집', '#서서방', '#닭갈비추천']"
"금일 수요일은 편安식당의 정기휴무 날이오니, 방문 시 꼭 참고 부탁드려요🙏🏻",2021-12-08,9,제주시청,[]
"제주에서 직접 재배한 금빌레표 황금향입니다. 뀰맛 보장해요!!🍊노지 귤과는 다르게 야외가 아닌 비닐하우스 안에서 적당 크기까지 키운 고당도 ""상품""입니다.보통 귤보다 더 맛있는 귤 먹고 싶은 분 연말에 주변에 고마운 분에게 선물하고 싶은 분 이불속에서 새콤달콤한 귤로 비타민 충전하고 싶으신 분아래 번호로 연락 주세요💛 (카톡, 문자 모두 가능) 010 8961 7720*주문 방법 1. 원하는 무게(5kg/10kg 선택)를 번호로 알려주세요.2. 답장으로 주문가능여부 확인하고 3.마지막으로 입금하고(첨부한 명함 확인)주소남기면 주문 완료! *가격 (택배비 포함)5킬로 3 만원 10킬로 5 만원 *특징 - 고당도 - 중간 유통을 거치지 않고 생산지에서 직접 수확/유통 -생산자와 직접 거래 아시는 분들은 아실 거예요.. 중간에 상인 안 거쳐서 저렴하다는 사실을요👍현 상품은 아무래도 과일이다 보니 판매 기한이 존재하고 수량이 한정되어 있습니다.최대 이번 달 중순까지만 선착순으로 판매합니다. 관심있으신 분들 연락 주세요!#황금향 #제주직배송 #생산자 #직거래 #jejuorange #하우스 #레드향 #천혜향 #귤상품 #귤선물 #겨울선물 #판매자와직거래 #제주 #jeju #제주맛집 #제주선물 #제주여행선물",2021-12-08,4,,"['#황금향', '#제주직배송', '#생산자', '#직거래', '#jejuorange', '#하우스', '#레드향', '#천혜향', '#귤상품', '#귤선물', '#겨울선물', '#판매자와직거래', '#제주', '#jeju', '#제주맛집', '#제주선물', '#제주여행선물']"
"제주도 먹킷리스트 1순위✏전복이 한가득 올라간 전복돌솥밥과 통통함 끝판왕 통갈치구이까지 한번에 먹어볼 수 있는 곳!#중문가람돌솥밥,,,,#제주맛집#서귀포맛집#중문맛집#제주중문맛집#중문관광단지맛집#제주통갈치구이#제주도아침식사#제주도통갈치구이#제주갈치구이#중문아침식사#중문갈치구이#중문맛집중문가람돌솥밥#제주전복돌솥밥#제주도갈치구이#제주도중문맛집#제주전복맛집",2021-12-08,2,,"['#중문가람돌솥밥', '#제주맛집', '#서귀포맛집', '#중문맛집', '#제주중문맛집', '#중문관광단지맛집', '#제주통갈치구이', '#제주도아침식사', '#제주도통갈치구이', '#제주갈치구이', '#중문아침식사', '#중문갈치구이', '#중문맛집중문가람돌솥밥', '#제주전복돌솥밥', '#제주도갈치구이', '#제주도중문맛집', '#제주전복맛집']"
시키🐟(제주시 애월읍 하귀).제주도 왔으면 고등어회는 꼭 먹어봐야 하는거 아시죠?😉하지만 비린 맛을 싫어하는 저는 고등어회를 잘 못먹어욤..아니 근데 여기 고등어 스시 왜 이렇게 맛있는데요?????생각보다 너무 맛있었고.. 정성스러운 음식에 감동...후식으로 주셨던 치즈랑 아이스크림도 완전 맛있었고ㅠ밑반찬부터 후식까지 뭐 하나 정성스럽지 않은 것이 없었던 곳...!!오랜만에 음식에 진심이게 하시네요 사장님...❤👉@jeju_shiki_kwang,2021-12-08,110,제주도 애월읍,[]
너어무 내스타일 🤍🐟#김녕오라이 #김녕 #김녕맛집,2021-12-08,aire_clin.keep님 여러 명이 좋아합니,김녕오라이,"['#김녕오라이', '#김녕', '#김녕맛집']"
예약가능한 도안입니다.••@dearyouth_2nd,2021-12-08,136,,[]
.새로운 보금잘에서 시작합니다~.==========================================..✍리터치는 2개월안에.경과후 리터치비용 추가되요 (미리 개인사정 말씀하시면 연장해드려요~😀) ..✔ 1:1 맞춤시술 ..✔ 철저한 위생관리.✔ 모든제품 일회용 사용.인증된색소 사용 ..✔  고객님과 충분한 상담후 시술진행 ..✔ 모든사람 얼굴 윤각 대칭이 다틀리므로 눈썹이100%  똑같을순 없어요~.✔  상담및 예약 프로필 상단 오픈카톡... =========================================..#제주남자눈썹 #제주눈썹문신 #제주라이프#남자눈썹반영구 #제주남자눈썹문신잘하는곳 #구제주반영구 #모앤뷰티 #제주모공디톡스 #제주스킨디톡스 #제주반영구#제주눈썹문신전문 #제주맛집 #제주맘 #제주살이#제주스킨플래닝 #제주피부관리#스킨플래닝#제주남자눈썹문신전문 #제주시눈썹문신 #제주헤어라인#제주피부과 #제주도카페 #제주아이라인 #제주시눈썹#제주핫플레이스 #서귀포반영구 #제주도민#제주부부#  #제주카페투어,2021-12-08,4,,"['#제주남자눈썹', '#제주눈썹문신', '#제주라이프', '#남자눈썹반영구', '#제주남자눈썹문신잘하는곳', '#구제주반영구', '#모앤뷰티', '#제주모공디톡스', '#제주스킨디톡스', '#제주반영구', '#제주눈썹문신전문', '#제주맛집', '#제주맘', '#제주살이', '#제주스킨플래닝', '#제주피부관리', '#스킨플래닝', '#제주남자눈썹문신전문', '#제주시눈썹문신', '#제주헤어라인', '#제주피부과', '#제주도카페', '#제주아이라인', '#제주시눈썹', '#제주핫플레이스', '#서귀포반영구', '#제주도민', '#제주부부', '#제주카페투어']"
제주동쪽 해물라면 썬라이즈135 . . . . . . .  #썬라이즈135 #선라이즈135 #sunrise135 #해물라면 #문어라면 #문어라면맛집 #해물라면맛집 #제주동쪽맛집 #성산일출봉근처맛집 #제주성산맛집 #제주성산 #성산일출봉 #전복라면 #제주전복맛집 #섭지코지맛집 #섭지코지 #제주맛집 #제주도맛집 ##,2021-12-08,1,썬라이즈135,"['#썬라이즈135', '#선라이즈135', '#sunrise135', '#해물라면', '#문어라면', '#문어라면맛집', '#해물라면맛집', '#제주동쪽맛집', '#성산일출봉근처맛집', '#제주성산맛집', '#제주성산', '#성산일출봉', '#전복라면', '#제주전복맛집', '#섭지코지맛집', '#섭지코지', '#제주맛집', '#제주도맛집']"
".1,2층은 월정 바다가 한눈에 보이는 실내 좌석과 야외 테라스옥상엔 빈백 정원!곳곳에 있는 인생샷 포토존까지 즐겨보세요⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀제주시 구좌읍 해맞이해안로 406 카페콧수염070-4131-8880⠀⠀⠀⠀⠀방문해주신 모든 분들께 감사드립니다매일 모든 메뉴 sold-out 되므로 선착순 판매합니다.#구좌읍 #제주카페 #제주카페투어 #제주도마카롱 #제주해안도로 #함덕해수욕장 #제주도카페 #월정리카페콧수염 #월정리해수욕장 #월정리맛집 #월정리카페 #제주피크닉 #제주동쪽카페 #월정리해변 #월정리카페거리 #구좌읍카페 #서귀포맛집 #제주 #애월맛집 #성산일출봉맛집 #제주도민맛집 #월정리콧수염 #제주월정리카페 #함덕카페 #제주맛집 #제주도맛집 #제주시카페 #제주월정리 #월정리 #제주도",2021-12-08,1,,"['#구좌읍', '#제주카페', '#제주카페투어', '#제주도마카롱', '#제주해안도로', '#함덕해수욕장', '#제주도카페', '#월정리카페콧수염', '#월정리해수욕장', '#월정리맛집', '#월정리카페', '#제주피크닉', '#제주동쪽카페', '#월정리해변', '#월정리카페거리', '#구좌읍카페', '#서귀포맛집', '#제주', '#애월맛집', '#성산일출봉맛집', '#제주도민맛집', '#월정리콧수염', '#제주월정리카페', '#함덕카페', '#제주맛집', '#제주도맛집', '#제주시카페', '#제주월정리', '#월정리', '#제주도']"
#범일분식#제주순대국#제주맛집#남원맛집제주 남원읍 순대백반 맛집 범일분식 방문평일이라 대기가 없을걸 기대했지만11시 40분에 도착했는데앞에 대기 10팀ㅋㅋㅋㅋㅋ대기 적어놓고 바로 옆 메가커피에 가서커피마시면서 대기1시간 조금 넘게 기다렸다ㅜㅜㅋㅋㅋ그리고 이미 순대한접시는 매진이고순대백반만 가능한 상황!!ㄷㄷ인기폭발인듯ㅋㅋㅋㅋㅋㅋ들깨가 가득 든 진한 국물이었고곱창같은 내장과 순대만 들고 다른 부속고기는 안든듯했다국물이 평소에 먹던 순대국이랑은 스타일이 달랐는데 들깨맛을 좋아하면 좋아할 스타일맛있긴했는데 대기하고 먹어서 만족도가떨어졌다대기싫어!!!,2021-12-08,저 좋아요를 눌러보세,,"['#범일분식', '#제주순대국', '#제주맛집', '#남원맛집제주']"
#제주분식 다른곳과는 차별화된 맛이랄까..?#제주동문시장#제주공항맛집#제주시청맛집#제주공항근처맛집#연동카페#제주도맛집#연동제주분식#제주도그램#제주맛집#노형동카페#제주도여행,2021-12-08,165,,"['#제주분식', '#제주동문시장', '#제주공항맛집', '#제주시청맛집', '#제주공항근처맛집', '#연동카페', '#제주도맛집', '#연동제주분식', '#제주도그램', '#제주맛집', '#노형동카페', '#제주도여행']"
#3일차호텔빠이#펜션하잉#제주#힐링#힐링은휴식#버버리제주#부부스타그램❤️#럽스타그램💕#목말라#눈뜨자마자맥주#또땡긴다#한라산#정복.......#제주도에서살기#제주아일랜드#제주맛집#제주탕진#탕진잼#셋째날도탕진각#고고#레고레고#눈뜨자마자👀#술스타그램#물1도안마시고술만마시는중#부어라마셔라취하자#흥하자!#다들감사합니다,2021-12-08,31,방주교회,"['#3일차호텔빠이', '#펜션하잉', '#제주', '#힐링', '#힐링은휴식', '#버버리제주', '#부부스타그램❤️', '#럽스타그램💕', '#목말라', '#눈뜨자마자맥주', '#또땡긴다', '#한라산', '#정복.......', '#제주도에서살기', '#제주아일랜드', '#제주맛집', '#제주탕진', '#탕진잼', '#셋째날도탕진각', '#고고', '#레고레고', '#눈뜨자마자👀', '#술스타그램', '#물1도안마시고술만마시는중', '#부어라마셔라취하자', '#흥하자!', '#다들감사합니다']"
12월의 유채꽃도 예쁘다 ⺣̤̬♥,2021-12-08,77,Jeju,[]
⛄️🧑🏻‍🎄---#been_jeju,2021-12-08,59,Jeju-do,['#been_jeju']
"+오잉? 언제 다녀가셨죠 ㅎ ㅎ삼다수에서 다녀가셨었네요 :)제주하면 좋은 물 삼다수🍃사진도 예쁘게찍어주시고 ,커트러리도 널리알리게되서 영광입니다 :) @출처 : 제주삼다수 공식 네이버포스트 #제주라이프 #제주커트러리 #제주삼다수 #삼다수 #제주파스타 #제주가볼만한곳 #중문관광단지 #중문파스타 #제주데이트 #제주여행 #서귀포맛집 #제주맛집 #서귀포데이트 #여행",2021-12-08,7,제주도 서귀포시 예래동,"['#제주라이프', '#제주커트러리', '#제주삼다수', '#삼다수', '#제주파스타', '#제주가볼만한곳', '#중문관광단지', '#중문파스타', '#제주데이트', '#제주여행', '#서귀포맛집', '#제주맛집', '#서귀포데이트', '#여행']"
#코코마마 한번쯤 가볼만한 곳~ 성산일출봉을 보며 식사를 할 수 있는 곳이예요전 날씨요정과는 거리가 먼 줄알았는데 날씨요정이었네요ㅋㅋㅋ 작년 제주여행 내내 흐려서 아쉬웠는데 다 보상받은 기분이예요^^오늘도 행복가득한 하루되세용💕💕 #제주 #제주가볼만한곳 #제주맛집 #코코마마성산점,2021-12-08,_ra님 여러 명이 좋아합니,코코마마성산점,"['#코코마마', '#제주', '#제주가볼만한곳', '#제주맛집', '#코코마마성산점']"
"2021.12.08 (수) 🍔☕️🎵🎤💓드디어! 특활제주 맛보기 방문ㅎㅎㅎ고민해서 햄버거 주문하고 몽실코기랑 같이 와서 안에는 못들어가고 외부에서만 사진 찰칵찰칵!햄버거 포장 다 되었다고 해서 갔는데이정님 뙇!!!!!!!! 😦🙄😦🙄안계시다가 나타나서 멍 하다가 갑자기 부끄러워서 같이 사진 찍어달라고 말도 못하고 그냥 옴...ㅋㅋㅋㅋㅋㅋㅋ🤦🏻‍♀️저 요즘 눈물로 노래 다시 빠졌는데 헿🎤두근두근 햄버거 패키징 너무 예뻤고미니 햄버거 진짜 미니 햄버거였고,,,맛은,,, 너무 진짜 진짜 맛있는데ㅠㅠ 햄버거 큰 버전 제발 내놓으세요!!!!!!!😫😫😫또 사먹을 의향은!!! 큰 버전 생기면 백만프로...서비스로 주신 피클 맛있게 잘먹었습니당ㅎㅎ#특활제주 #제주 #제주살이 #제주일상 #애월 #애월카페 #미니햄버거 #햄버거 #새우버거 #치즈버거 #칠리치즈프라이 #눈물로 #제주카페 #애월카페 #제주맛집 #장뚜in제주 #장뚜in제주음식 #장뚜in제주카페",2021-12-08,24,환상의 섬 Jeju Island,"['#특활제주', '#제주', '#제주살이', '#제주일상', '#애월', '#애월카페', '#미니햄버거', '#햄버거', '#새우버거', '#치즈버거', '#칠리치즈프라이', '#눈물로', '#제주카페', '#애월카페', '#제주맛집', '#장뚜in제주', '#장뚜in제주음식', '#장뚜in제주카페']"
"포항 독수리 바위로 출발,,용신님전 빌고 용장군님 합의받고 가는길~이토록 맑을 수 있을까여기 다 내려놓고 가라고 다시 시작하는 마음으로 가라고 얘기하시는 듯 고요함과 편안함을 주신다 ~👉👉👉상담문의 💜010 8327 9206💜",2021-12-08,7,,[]
🍊카페 그리트 오픈했습니다👐브런치 겸 간식 샌드위치 빰빰🥪,2021-12-08,13,그리트,[]
"오늘도 오전11시부터 밤10시까지 정상영업합니다제주맛집 ""랍스터빈""주소 : 제주시 애월읍 애월해안로 752전화 : 064-743-1979영업 : 오전11시~밤10시 연중무휴포장ㆍ배달 환영💘 랍스터빈#애월맛집 #애월카페 #애월읍맛집 #제주애월맛집 #제주도맛집 #제주맛집 #제주도카페 #제주카페 #외도맛집 #하귀맛집 #한림맛집 #한림카페#애월해안도로맛집 #애월가볼만한곳 #제주공항맛집 #제주공항근처맛집#성산맛집#성산일출봉맛집#서귀포맛집#중문맛집#함덕맛집",2021-12-08,0,랍스터빈_jeju,"['#애월맛집', '#애월카페', '#애월읍맛집', '#제주애월맛집', '#제주도맛집', '#제주맛집', '#제주도카페', '#제주카페', '#외도맛집', '#하귀맛집', '#한림맛집', '#한림카페', '#애월해안도로맛집', '#애월가볼만한곳', '#제주공항맛집', '#제주공항근처맛집', '#성산맛집', '#성산일출봉맛집', '#서귀포맛집', '#중문맛집', '#함덕맛집']"
도너츄 먹고싶다 🤤🍩,2021-12-07,122,카페 노티드 제주 애월 - Cafe Knotted Jeju Aewol,[]
"#그루브제주 @groov.jeju 🗺 제주시 한림읍 한림로 333 (협재)⏰ 10:00 - 22:00 📌 연중무휴 퇴근하고 주영이랑 어디갈까 하다가 궁금했던 그루브 !가보고 싶은 맛집, 카페들이 왜 이리 많을까요오 ~ 👼🏻타르틴 먹으러 간 거 였는데 런치 메뉴라 하셨어요 🥲그래서 치킨&크로플이랑 알로하 그릭요거트볼 주문했어요 •ᴗ•치킨 크로플은 또 처음이었단 말이죠 ? 생소했는데 메이플 시럽뿌려서 먹으니 조합이 생각보다 좋더라구요 ?? 그릭 요거트볼은 양이 적어서 쪼꼼 아쉬웠지만 카야잼,그래놀라, 카카오닙스 등등 다양하게 들어가서 맛나요 ! 😜가격대는 살짝 있는 편이었는데 좋았어요 ! 아마 또 갈 듯 ? 3층으로 되어있는데 공간도 넓찍하고, 예쁘게 꾸며져있어요 - 엘베에 그릇 놔둘 수 있는 테이블을 배치한 쎈쓰 .. ♡̷̷̷1층에 와인샵도 있고, 요가•필테 클래스도 종종 하시더라구요.관심 있으신 분들은 참고하시면 좋을 것 같습니다 ! ˃̶͈̑◡˂̶͈̑",2021-12-07,._.y1님 여러 명이 좋아합니,GROOV JEJU,['#그루브제주']
"제주에서 먹었던 것 중에 손에 꼽게 맛있었던 전복리조또, 파스타맛집#월정리맛집 #만월당 #전복리조또 #제주맛집 #제주동쪽맛집 #구좌읍맛집#레드와인 #커플 #평대리맛집 #제주커플여행",2021-12-08,2,,"['#월정리맛집', '#만월당', '#전복리조또', '#제주맛집', '#제주동쪽맛집', '#구좌읍맛집', '#레드와인', '#커플', '#평대리맛집', '#제주커플여행']"
#그랜드조선#제주#힐링#힐링은휴식#먹스타그램#중문맛집#갈치조림#갈치튀김#갈치구이#해물찜#성게초밥#비싸지만존맛#눈뜨마자생각난다#찐탱#환상........#제주도에서살기#제주아일랜드#제주맛집#제주탕진#탕진잼#셋째날도탕진각#고고#레고레고#눈뜨자마자👀#술스타그램#물1도안마시고술만마시는중#부어라마셔라취하자#흥하자!#다들감사합니다#부부스타그램💏,2021-12-08,36,그랜드조선 제주,"['#그랜드조선', '#제주', '#힐링', '#힐링은휴식', '#먹스타그램', '#중문맛집', '#갈치조림', '#갈치튀김', '#갈치구이', '#해물찜', '#성게초밥', '#비싸지만존맛', '#눈뜨마자생각난다', '#찐탱', '#환상........', '#제주도에서살기', '#제주아일랜드', '#제주맛집', '#제주탕진', '#탕진잼', '#셋째날도탕진각', '#고고', '#레고레고', '#눈뜨자마자👀', '#술스타그램', '#물1도안마시고술만마시는중', '#부어라마셔라취하자', '#흥하자!', '#다들감사합니다', '#부부스타그램💏']"
이번 제주여행에서먹은 음식들중깔끔하고 입맛에 맞았던것들🤎#제주여행#제주맛집#먹스타그램#제주#고기국수#청귤소바#흙돼지#카레우동,2021-12-08,9,,"['#제주여행', '#제주맛집', '#먹스타그램', '#제주', '#고기국수', '#청귤소바', '#흙돼지', '#카레우동']"
바다도 예쁘고 카페도 예쁘고 💙#제주여행 #김녕해수욕장 #델문도 #김녕,2021-12-08,_h_님 여러 명이 좋아합니,델문도 제주 카페 Cafe Delmoondo,"['#제주여행', '#김녕해수욕장', '#델문도', '#김녕']"
"-우도땅콩 찰떡파이 입고되었습니다쫀득쫀득 찰떡, 초코+우도땅콩이라니🥜싫어할 수 없는 비주얼이네요부모님 선물, 어린아이들 간식으로도 좋아요택배 문의 디엠이나 오픈 카톡으로 부탁드립니다!⠀⠀",2021-12-08,10,소소한담,[]
안녕하세요 나지금제주입니다주말에 아이들과 함께 도넛만들기했어요 ㅎㅎ산나하면서 애들이 또하고 싶다고 난리이네요 ㅎㅎ제미있는 프로그램 만들어볼게요 ㅎㅎ오늘도 행복한 하루 되세요 ㅎㅎ가격 문의는 문자나 전화가 빨라요~^^연락처 010-5146-2022 입니다#나지금제주 #제주마카롱 #jejumacaron #제주뚱타롱 #인생마카롱 #뚱카롱 #마카롱맛집 #제주맛집 #제주여행 #제주도여행 #제주공항맛집 #노형동맛집 #연동맛집 #제주핫플 #제주맘 #제주카페 #재주도카페#제주도핫플#제주도여행#제주도맛집#dessert#디저트#macaron#먹스타그램#jmt#배민찜등록해주세요#제주도마카롱#어머이건사야돼#배민주문,2021-12-08,12,,"['#나지금제주', '#제주마카롱', '#jejumacaron', '#제주뚱타롱', '#인생마카롱', '#뚱카롱', '#마카롱맛집', '#제주맛집', '#제주여행', '#제주도여행', '#제주공항맛집', '#노형동맛집', '#연동맛집', '#제주핫플', '#제주맘', '#제주카페', '#재주도카페', '#제주도핫플', '#제주도여행', '#제주도맛집', '#dessert', '#디저트', '#macaron', '#먹스타그램', '#jmt', '#배민찜등록해주세요', '#제주도마카롱', '#어머이건사야돼', '#배민주문']"
#제주맛집 #제주맛집추천#탄탄면공방제주점 #제주도민맛집 #제주도맛집#이도동맛집,2021-12-08,저 좋아요를 눌러보세,,"['#제주맛집', '#제주맛집추천', '#탄탄면공방제주점', '#제주도민맛집', '#제주도맛집', '#이도동맛집']"
.앗싸 내일 아침은 베이글❤️솔티드캬라멜 크림치즈랑 플레인베이글이랑 쑥베이글 샀드아🥯🥯#블루메베이글 #제주맛집,2021-12-08,29,블루메베이글,"['#블루메베이글', '#제주맛집']"
